nombre,nombre_completo,apellido_paterno,apellidos_completos,documento_identidad,ruc,pasaporte,telefono_fijo,telefono_celular,correo_electronico,direccion_completa,genero,raza_etnia,religion,orientacion_sexual,discapacidad,nivel_educativo_padres,fecha_nacimiento,departamento,provincia,distrito,codigo_ubigeo,latitud,longitud,monto_transaccion,edad,ocupacion,fecha_formato_patron,direccion_ip,numero_tarjeta,iban
Evelia,Evelia Quintero Roca,Quintero,Quintero Roca,19793114,20197931148,ML986387,(09) 961583,+51913433878,evelia.quintero@albert.com,Pasadizo Rosa Marín 350 Apt. 09 ,Masculino,Andina,N/A,Heterosexual,False,Secundaria,1992-07-31,Cusco,Cusco,San Sebastián,080132,-13.524794753398966,-72.01777094739765,3898.39,33,Tapicero,31/07/1992,129.218.90.40,4302-XXXX-XXXX-8936,PE98863932167323288685
Merche,Merche Piña Torrent,Piña,Piña Torrent,63029681,10630296815,DQ416908,(06) 247421,+51935577918,merche.piña@emiliano.net,Pasaje de Américo Losada 3,Femenino,Andina,N/A,Heterosexual,True,Primaria,1967-06-07,La Libertad,Trujillo,Huanchaco,130103,-8.134940660693244,-79.09324972407977,8803.77,58,Técnico de prótesis médicas y dentales,07/06/1967,63.125.234.9,4892-XXXX-XXXX-1107,PE59570134416591572314
José María,José María Gutierrez Cuesta,Gutierrez,Gutierrez Cuesta,13732640,20137326403,KJ749527,(08) 079445,+51977158736,josé maría.gutierrez@farmaceutica.es,Cuesta Quique Vaquero 357,No Binario,Afroperuana,Católica,N/A,True,Postgrado,1987-10-05,Junín,Huancayo,El Tambo,120101,-12.066546062761857,-75.22448698647757,6227.74,38,Peón forestales,05/10/1987,20.131.219.7,4406-XXXX-XXXX-6179,PE90627915401095016898
Tito,Tito Fuentes Camps,Fuentes,Fuentes Camps,39806659,10398066594,CT756103,(09) 828562,+51982331898,tito.fuentes@servicios.es,Calle Luna Villegas 97 Piso 7 ,No Binario,Andina,Agnóstica,LGBTQ+,True,Universitario,1985-06-29,Junín,Huancayo,El Tambo,120101,-12.073071903361079,-75.19531585420923,5075.77,40,Mecánico y reparador de máquinas agrícolas e industriales,29/06/1985,111.92.233.59,4859-XXXX-XXXX-5573,PE78199845420619900008
Margarita,Margarita Ramos Mora,Ramos,Ramos Mora,27984209,10279842091,RM990085,(09) 510306,+51991160232,margarita.ramos@desarrollo.es,Vial de Lope Taboada 21,Masculino,Caucásica,Católica,Heterosexual,False,Universitario,1978-03-31,Arequipa,Arequipa,Yanahuara,040127,-16.39238933827217,-71.57848879209818,5740.18,47,Curador de museos,31/03/1978,107.100.153.23,4178-XXXX-XXXX-6850,PE28771969436904437792
Benigno,Benigno Escalona Bárcena,Escalona,Escalona Bárcena,58846899,10588468997,QV965611,(02) 478864,+51938051765,benigno.escalona@alvarez.com,Pasaje Graciano Sabater 7,Femenino,Caucásica,N/A,N/A,False,Primaria,1981-05-14,Piura,Piura,Castilla,200103,-5.2310527830609495,-80.60215244289827,4741.34,44,Trabajador de cuidados personales a domicilio,14/05/1981,124.113.210.0,4611-XXXX-XXXX-9819,PE15420143513070942686
Wilfredo,Wilfredo Sans Hidalgo,Sans,Sans Hidalgo,73915198,10739151984,TM660766,(06) 369568,+51915401366,wilfredo.sans@familia.net,Cuesta de María Del Carmen Amores 90 Puerta 0 ,Femenino,Caucásica,Católica,LGBTQ+,True,Secundaria,1968-01-17,Junín,Huancayo,El Tambo,120101,-12.022557232825301,-75.21848803901558,2764.66,57,Peón de jardinería y horticultura,17/01/1968,21.248.153.136,4832-XXXX-XXXX-7348,PE10479768163949204887
Lucho,Lucho Portillo Valverde,Portillo,Portillo Valverde,56625105,10566251056,DC172017,(03) 748617,+51973328252,lucho.portillo@grupo.com,C. de Tito Dominguez 415,Masculino,Afroperuana,Otras,Heterosexual,False,Postgrado,2004-06-19,Cusco,Cusco,San Sebastián,080132,-13.484379741737904,-71.99373081993218,8161.8,21,Historiador,19/06/2004,148.219.53.224,4071-XXXX-XXXX-3314,PE02638806403282704984
Román,Román Pintor Piquer,Pintor,Pintor Piquer,64945556,10649455567,VJ985509,(07) 328970,+51901096050,román.pintor@banco.org,Calle de Paulina Toledo 397,No Binario,Afroperuana,Católica,N/A,False,Secundaria,1981-06-26,La Libertad,Trujillo,Huanchaco,130103,-8.119103629281277,-79.14048129206172,7453.87,44,Miembro de las fuerzas armadas,26/06/1981,83.159.52.65,4466-XXXX-XXXX-9169,PE81983571338271185372
Manu,Manu Haro Cal,Haro,Haro Cal,18534054,10185340541,AH468750,(02) 666313,+51968785056,manu.haro@instalaciones.com,Via Telmo Andres 27,Masculino,Caucásica,N/A,LGBTQ+,True,Secundaria,1983-10-20,Lima,Lima,Miraflores,150122,-12.148433539142506,-77.03398243106322,8414.81,41,Mensajero,20/10/1983,212.145.235.193,4907-XXXX-XXXX-4125,PE07542072741356359284
América,América Esparza Tapia,Esparza,Esparza Tapia,27741275,10277412757,MG398279,(06) 602828,+51976998561,américa.esparza@espana.com,Calle Andrés Felipe Lillo 83,No Binario,Andina,Agnóstica,Heterosexual,True,Postgrado,1995-12-29,Arequipa,Arequipa,Yanahuara,040127,-16.367435387821434,-71.54297964496993,8242.98,29,Agrimensor,29/12/1995,151.57.66.44,4044-XXXX-XXXX-9424,PE44769555371048522158
Amado,Amado Lago Vélez,Lago,Lago Vélez,81555651,10815556512,ZB449813,(09) 901282,+51949254833,amado.lago@mineria.org,Urbanización Teresita Laguna 12,Masculino,Afroperuana,Agnóstica,N/A,False,Universitario,1967-09-10,Arequipa,Arequipa,Yanahuara,040127,-16.38991073626697,-71.59667192344293,4032.94,58,Operario del tratamiento de la madera,10/09/1967,101.42.7.102,4392-XXXX-XXXX-7464,PE46713236935326159897
Eduardo,Eduardo Alcolea Jaume,Alcolea,Alcolea Jaume,39639588,10396395884,DQ805790,(05) 660185,+51932515831,eduardo.alcolea@logistica.org,Acceso Conrado Criado 75 Piso 1 ,No Binario,Mestiza,N/A,LGBTQ+,True,Postgrado,1978-08-12,Lima,Lima,Miraflores,150122,-12.063308063666874,-77.02589435282081,5697.54,47,Reparador de bicicletas,12/08/1978,93.22.245.175,4669-XXXX-XXXX-8518,PE63154744118525518423
Delfina,Delfina Bárcena Mayoral,Bárcena,Bárcena Mayoral,91109062,10911090629,XS734132,(00) 547735,+51933357254,delfina.bárcena@comercializadora.com,Calle Martirio Sevillano 5 Puerta 2 ,No Binario,Andina,N/A,N/A,True,Secundaria,2004-06-16,Piura,Piura,Castilla,200103,-5.219642496510644,-80.6239743361128,6054.9,21,Fumigador,16/06/2004,117.76.210.242,4274-XXXX-XXXX-5792,PE08580118197819969179
Eduardo,Eduardo Castañeda Ruano,Castañeda,Castañeda Ruano,90830373,10908303731,QN074132,(04) 968278,+51991901086,eduardo.castañeda@despacho.es,Callejón de Cayetana Palmer 148 Puerta 5 ,No Binario,Mestiza,Otras,N/A,True,Técnico,1989-01-22,La Libertad,Trujillo,Huanchaco,130103,-8.102053849644149,-79.11420327112936,1704.61,36,Empleado de servicios de correos,22/01/1989,79.147.227.119,4251-XXXX-XXXX-3286,PE82302725015863934215
Nerea,Nerea Aguirre Perez,Aguirre,Aguirre Perez,34188356,20341883568,MN673525,(04) 585796,+51976129930,nerea.aguirre@despacho.com,Pasaje de Gaspar Trillo 31 Apt. 55 ,Masculino,Caucásica,N/A,LGBTQ+,False,Primaria,2004-02-25,Junín,Huancayo,El Tambo,120101,-12.018581683380866,-75.20522739616547,1578.69,21,Economista,25/02/2004,137.90.233.98,4023-XXXX-XXXX-6126,PE31770909711656722722
Duilio,Duilio Valls Adán,Valls,Valls Adán,43907406,10439074061,PB984869,(03) 141215,+51948892747,duilio.valls@encarnacion.es,Acceso Toribio Otero 65,Masculino,Caucásica,Otras,N/A,False,Técnico,1999-06-16,Cusco,Cusco,San Sebastián,080132,-13.541159838329845,-72.00607282123873,8272.85,26,Profesor de artes,16/06/1999,24.79.240.252,4476-XXXX-XXXX-4840,PE94496933543343090073
Reyna,Reyna Girón Noguera,Girón,Girón Noguera,98295795,20982957958,SX232172,(01) 574865,+51993459897,reyna.girón@banco.com,Avenida de Gracia Fajardo 6,No Binario,Andina,Agnóstica,N/A,False,Técnico,1995-10-23,La Libertad,Trujillo,Huanchaco,130103,-8.109373150960245,-79.107504298951,6089.76,29,Contable,23/10/1995,52.164.110.207,4086-XXXX-XXXX-8200,PE34967127607565954607
Jose Ignacio,Jose Ignacio Gomis Guzmán,Gomis,Gomis Guzmán,85293992,10852939926,JP773309,(08) 738247,+51958893080,jose ignacio.gomis@familia.es,Calle Candelas Alvarado 83 Piso 8 ,No Binario,Afroperuana,Católica,N/A,False,Secundaria,1964-02-01,Cusco,Cusco,San Sebastián,080132,-13.548032723506202,-72.00329220545026,5943.33,61,Supervisor de industria manufacturera,01/02/1964,191.117.142.173,4447-XXXX-XXXX-8320,PE90070522002689966244
Hugo,Hugo Peña Pont,Peña,Peña Pont,68387033,10683870330,JH453496,(04) 143477,+51996432050,hugo.peña@banca.es,Calle Albina Cuevas 297 Apt. 21 ,Masculino,Caucásica,N/A,N/A,False,Secundaria,1975-12-31,Lima,Lima,Miraflores,150122,-12.077697983616936,-77.01101799013196,8038.93,49,Operario en cemento armado y enfoscador,31/12/1975,109.21.187.52,4622-XXXX-XXXX-2811,PE65064354364161303014
Sebastián,Sebastián Heras Calleja,Heras,Heras Calleja,59390743,10593907433,TL634148,(03) 293723,+51961363748,sebastián.heras@farre.net,Calle de María Manuela Aroca 39,Masculino,Caucásica,Otras,Heterosexual,True,Secundaria,1965-05-18,La Libertad,Trujillo,Huanchaco,130103,-8.12472634885968,-79.07562286448903,4054.93,60,"Operario de la conservación de frutas, legumbres y verduras",18/05/1965,106.90.92.204,4072-XXXX-XXXX-2532,PE05034480663270612348
Dionisia,Dionisia Barrio Poza,Barrio,Barrio Poza,93904597,10939045975,TR800792,(01) 852669,+51920404824,dionisia.barrio@farmaceutica.org,Camino de Leticia Campoy 817 Piso 8 ,No Binario,Caucásica,N/A,Heterosexual,False,Universitario,1998-10-11,Piura,Piura,Castilla,200103,-5.176590027204053,-80.65949815127642,8469.73,26,Zapatero,11/10/1998,18.8.112.43,4955-XXXX-XXXX-3015,PE78739686655527817523
Blanca,Blanca Alfonso Sarmiento,Alfonso,Alfonso Sarmiento,42162752,20421627526,NV880136,(00) 207265,+51984700397,blanca.alfonso@gargallo.es,Cuesta de Víctor Cerezo 69 Apt. 62 ,No Binario,Andina,N/A,Heterosexual,False,Postgrado,2002-05-18,Junín,Huancayo,El Tambo,120101,-12.026599040901932,-75.20690263071654,2552.79,23,Operador de telar y otras máquinas tejedoras,18/05/2002,99.173.128.48,4185-XXXX-XXXX-0313,PE23593816129513980632
Adelaida,Adelaida Zabala Toledo,Zabala,Zabala Toledo,64432471,10644324713,GZ513176,(02) 212330,+51958560696,adelaida.zabala@finanzas.es,Callejón de Maite Garcés 47,Masculino,Caucásica,N/A,LGBTQ+,False,Postgrado,1983-11-16,La Libertad,Trujillo,Huanchaco,130103,-8.044293030503814,-79.16381497509147,4956.53,41,Miembro de las fuerzas armadas,16/11/1983,219.64.177.160,4378-XXXX-XXXX-1976,PE28870638085338569126
Tomasa,Tomasa Calvet Ortiz,Calvet,Calvet Ortiz,65958104,10659581044,DZ230210,(07) 988364,+51953428657,tomasa.calvet@inmobiliaria.es,Glorieta Eladio Correa 70 Puerta 9 ,Femenino,Caucásica,Católica,Heterosexual,True,Universitario,1987-07-03,Lima,Lima,Miraflores,150122,-12.157985095726382,-77.04126869220693,3166.78,38,Parquetero y colocador de suelos,03/07/1987,197.46.125.91,4715-XXXX-XXXX-2104,PE23395794672084217821
Beatriz,Beatriz Díaz Serna,Díaz,Díaz Serna,68425827,20684258277,CJ187460,(00) 049651,+51957470247,beatriz.díaz@instalaciones.es,Calle Marcela Amorós 15,Femenino,Afroperuana,N/A,Heterosexual,True,Universitario,1961-08-18,Piura,Piura,Castilla,200103,-5.227752136699441,-80.59663550310223,8939.25,64,Urbanistas e ingenieros de tránsito,18/08/1961,118.74.158.22,4727-XXXX-XXXX-9154,PE81852434963294662591
Román,Román Palomares Oller,Palomares,Palomares Oller,67457449,20674574497,JP343614,(03) 549526,+51965664154,román.palomares@restauracion.es,Cuesta de Manolo Royo 72 Apt. 42 ,Femenino,Caucásica,Otras,Heterosexual,True,Técnico,2001-04-29,Arequipa,Arequipa,Yanahuara,040127,-16.390504216071378,-71.60128652867223,8164.23,24,Director de servicios de salud,29/04/2001,192.165.248.55,4949-XXXX-XXXX-9482,PE97880855395400396748
Nadia,Nadia Valentín Ferrera,Valentín,Valentín Ferrera,43957665,20439576652,PJ888570,(06) 503038,+51917043182,nadia.valentín@distribuciones.net,Acceso de Melchor Boix 90,No Binario,Mestiza,Católica,LGBTQ+,True,Técnico,1980-12-08,Lima,Lima,Miraflores,150122,-12.104879956328022,-77.02998803389451,7591.71,44,Operador de máquinas para fabricar productos de material plástico,08/12/1980,135.111.135.18,4426-XXXX-XXXX-8878,PE93343238801292222039
Teo,Teo Estevez Sacristán,Estevez,Estevez Sacristán,90369419,10903694190,HX744119,(09) 737302,+51941957653,teo.estevez@baltasar.net,Camino Micaela Barberá 3 Puerta 3 ,Masculino,Caucásica,Católica,Heterosexual,False,Secundaria,1999-10-05,Piura,Piura,Castilla,200103,-5.219906310994128,-80.64658404435163,1733.79,26,Empleado de servicios de apoyo a la producción,05/10/1999,86.175.182.194,4993-XXXX-XXXX-1256,PE93608278447488236209
Alondra,Alondra Paniagua Giralt,Paniagua,Paniagua Giralt,15199904,20151999048,ZQ971993,(04) 877076,+51984456723,alondra.paniagua@campos.net,Plaza de Nando Gisbert 4,Masculino,Afroperuana,Católica,N/A,True,Postgrado,1964-04-05,Arequipa,Arequipa,Yanahuara,040127,-16.34600991527627,-71.5270808908619,5539.9,61,Modelador de vidrio,05/04/1964,115.61.145.234,4916-XXXX-XXXX-7548,PE15943781771049627906
José María,José María Vergara Cervantes,Vergara,Vergara Cervantes,49861256,20498612568,SC342533,(09) 693864,+51985917467,josé maría.vergara@grupo.net,Glorieta Rufina Aragón 411 Piso 1 ,Femenino,Andina,N/A,Heterosexual,True,Primaria,1990-03-25,La Libertad,Trujillo,Huanchaco,130103,-8.125527749318186,-79.1051980143243,4648.29,35,Bibliotecarios,25/03/1990,96.80.144.54,4937-XXXX-XXXX-9587,PE94291894697326858193
Ismael,Ismael Segovia Bayona,Segovia,Segovia Bayona,69612591,20696125918,DZ872159,(08) 995452,+51985666302,ismael.segovia@cosme.es,Paseo Natividad Murcia 10,No Binario,Andina,N/A,LGBTQ+,True,Universitario,1961-10-26,Junín,Huancayo,El Tambo,120101,-12.094899624743325,-75.16645048567366,6442.03,63,Director de servicios de cuidado de las personas de edad,26/10/1961,109.178.168.189,4616-XXXX-XXXX-2562,PE73268288686780313432
María Carmen,María Carmen Asensio Zapata,Asensio,Asensio Zapata,13053769,10130537695,FS537448,(08) 457243,+51998613308,maría carmen.asensio@hermanos.org,Via José María Domingo 70,No Binario,Caucásica,Católica,Heterosexual,False,Postgrado,2005-02-18,La Libertad,Trujillo,Huanchaco,130103,-8.051475285857014,-79.10025695630158,7994.13,20,Platero,18/02/2005,32.248.217.228,4002-XXXX-XXXX-7468,PE64310352646960036420
Renato,Renato Ramírez Delgado,Ramírez,Ramírez Delgado,52536981,10525369810,ZV396479,(03) 059307,+51993981715,renato.ramírez@familia.es,Acceso de María Pilar Iriarte 50 Puerta 5 ,Masculino,Afroperuana,Católica,LGBTQ+,True,Técnico,1988-12-12,Arequipa,Arequipa,Yanahuara,040127,-16.350750970081204,-71.57767315314851,8993.28,36,Administrador de bases de datos,12/12/1988,90.115.66.131,4098-XXXX-XXXX-5173,PE32652482713880025029
Ramiro,Ramiro Álvaro Roca,Álvaro,Álvaro Roca,50360523,20503605231,ZH238359,(04) 241476,+51918163301,ramiro.álvaro@restauracion.org,Cañada de Marta Alsina 624 Apt. 66 ,No Binario,Mestiza,Otras,LGBTQ+,True,Postgrado,1962-06-04,Junín,Huancayo,El Tambo,120101,-12.087072201813768,-75.16388376383473,6077.19,63,Repartidor,04/06/1962,173.31.64.226,4649-XXXX-XXXX-2642,PE30101382419354597923
Carmela,Carmela Garrido Martinez,Garrido,Garrido Martinez,19081065,20190810659,QJ764712,(03) 226812,+51924765407,carmela.garrido@leticia.es,Via de Salomón Gonzalez 282 Puerta 0 ,Masculino,Afroperuana,Católica,LGBTQ+,False,Secundaria,1965-08-16,Piura,Piura,Castilla,200103,-5.1969568925743985,-80.59655693313988,4567.89,60,Cartógrafo,16/08/1965,175.149.149.10,4803-XXXX-XXXX-8210,PE30522401637684685025
Benita,Benita Solsona Arteaga,Solsona,Solsona Arteaga,24062024,20240620240,XB312622,(07) 554919,+51996003024,benita.solsona@calzada.com,C. de Rebeca Tormo 6 Puerta 0 ,No Binario,Andina,Otras,Heterosexual,False,Técnico,2001-03-20,Arequipa,Arequipa,Yanahuara,040127,-16.362253916033588,-71.5800562800325,8370.95,24,Peón de carga,20/03/2001,21.16.25.241,4350-XXXX-XXXX-3922,PE47470792280981380908
Jacobo,Jacobo Palau Jódar,Palau,Palau Jódar,35916690,20359166902,MH159677,(02) 633005,+51941239201,jacobo.palau@industrias.es,Avenida Fátima Roman 85 Puerta 5 ,Femenino,Andina,Otras,N/A,True,Secundaria,1966-10-31,La Libertad,Trujillo,Huanchaco,130103,-8.056835989466322,-79.07911345690636,7423.43,58,Limpiador de fachadas,31/10/1966,147.253.165.147,4895-XXXX-XXXX-3150,PE38010404113271846522
Calisto,Calisto Chico Piñol,Chico,Chico Piñol,96741787,10967417874,CM605570,(02) 838699,+51944347757,calisto.chico@industrias.com,Pasadizo Mercedes Llamas 30 Piso 2 ,Masculino,Caucásica,Agnóstica,N/A,True,Secundaria,1982-11-23,Lima,Lima,Miraflores,150122,-12.063835567602451,-77.00208463199797,4410.62,42,Operador de máquinas para fabricar productos de papel,23/11/1982,174.189.93.29,4005-XXXX-XXXX-0431,PE80331108325517646930
Florentino,Florentino Cadenas Bernal,Cadenas,Cadenas Bernal,17933586,10179335862,FT020093,(04) 590397,+51992742433,florentino.cadenas@familia.es,C. Constanza Jimenez 76,Femenino,Andina,Otras,Heterosexual,True,Postgrado,1992-03-02,Junín,Huancayo,El Tambo,120101,-12.05488861889114,-75.15613387627553,7615.08,33,Conductor de motocicletas,02/03/1992,28.147.197.158,4413-XXXX-XXXX-7196,PE21344025850657632996
Arturo,Arturo Jódar Pinto,Jódar,Jódar Pinto,67506635,10675066351,AL869285,(09) 351968,+51999680815,arturo.jódar@pinol.es,Avenida Chus Murillo 89 Piso 9 ,Masculino,Mestiza,Católica,LGBTQ+,False,Secundaria,1998-11-15,Arequipa,Arequipa,Yanahuara,040127,-16.339580893491828,-71.59900706432197,6196.34,26,Operador de máquinas para fabricar cemento y otros productos minerales,15/11/1998,133.159.220.169,4703-XXXX-XXXX-4470,PE74244291015450628206
Tecla,Tecla Lorenzo Aparicio,Lorenzo,Lorenzo Aparicio,27257537,10272575370,KD493596,(07) 261398,+51963622629,tecla.lorenzo@galan.es,Via Nayara Leal 22,Masculino,Andina,N/A,LGBTQ+,False,Técnico,1979-07-02,Lima,Lima,Miraflores,150122,-12.124091845211119,-77.07734892923902,3454.94,46,Auxiliar de maestro,02/07/1979,88.80.134.151,4006-XXXX-XXXX-4683,PE07986730463333173705
Arsenio,Arsenio Mas Martínez,Mas,Mas Martínez,55919147,20559191471,DP071902,(09) 724661,+51904298714,arsenio.mas@suministros.net,Avenida de Evita Abad 86 Apt. 50 ,Masculino,Andina,N/A,LGBTQ+,False,Postgrado,1992-03-28,Piura,Piura,Castilla,200103,-5.159494003751136,-80.57765286451685,5550.67,33,Inspector medioambiental y afines,28/03/1992,7.11.149.239,4035-XXXX-XXXX-5121,PE38696474156951648358
Renata,Renata Jurado Amaya,Jurado,Jurado Amaya,40077742,10400777428,CH985456,(02) 542868,+51925542937,renata.jurado@sanmartin.com,Camino de Narcisa Bayona 91 Piso 0 ,Masculino,Mestiza,Agnóstica,Heterosexual,True,Técnico,2003-07-09,Piura,Piura,Castilla,200103,-5.151030413122737,-80.59332319256727,2482.66,22,Vendedor de comidas al mostrador,09/07/2003,115.54.147.110,4466-XXXX-XXXX-2135,PE59409096932305781918
Néstor,Néstor Guzman Francisco,Guzman,Guzman Francisco,62381706,20623817061,QP051613,(01) 821878,+51937887321,néstor.guzman@belen.org,Vial de Miriam Saez 7,Femenino,Afroperuana,Otras,N/A,True,Técnico,1999-03-07,Piura,Piura,Castilla,200103,-5.2201047753362975,-80.5838661179947,8357.86,26,Agente de aduanas,07/03/1999,135.182.3.7,4153-XXXX-XXXX-8130,PE82265422033247330333
Camila,Camila Ayllón Verdú,Ayllón,Ayllón Verdú,85015698,10850156984,JR705036,(02) 515886,+51976326550,camila.ayllón@abilio.com,Rambla Onofre Pombo 59,Femenino,Caucásica,Católica,N/A,False,Universitario,2004-01-20,Junín,Huancayo,El Tambo,120101,-12.106741565875343,-75.23929012800616,3103.31,21,Director de servicios de cuidados infantiles,20/01/2004,186.88.167.2,4304-XXXX-XXXX-9427,PE75752344161164212360
Herminio,Herminio Mulet Prado,Mulet,Mulet Prado,24127994,20241279946,LQ217416,(05) 521406,+51946705556,herminio.mulet@inversiones.com,Cuesta Felicia Ferrer 6,Masculino,Mestiza,N/A,N/A,False,Secundaria,1991-04-22,Arequipa,Arequipa,Yanahuara,040127,-16.373687080339664,-71.50889644871917,8396.7,34,Modisto,22/04/1991,163.92.239.22,4244-XXXX-XXXX-8321,PE01441837146254199290
Olalla,Olalla Marquez Arnal,Marquez,Marquez Arnal,21385106,20213851067,GG369063,(00) 192252,+51919934816,olalla.marquez@transportes.com,Camino de Eva María Carbajo 71,No Binario,Mestiza,Agnóstica,Heterosexual,True,Primaria,1986-12-14,Arequipa,Arequipa,Yanahuara,040127,-16.34721429878095,-71.5371458669201,2562.96,38,Operador de máquinas de coser,14/12/1986,220.48.246.253,4369-XXXX-XXXX-7228,PE88932853607249367481
Eutimio,Eutimio Calvet Viña,Calvet,Calvet Viña,20347843,10203478435,MK862127,(05) 157222,+51977652821,eutimio.calvet@supermercados.com,Via Encarnación Galindo 22,Femenino,Mestiza,Otras,N/A,False,Universitario,1979-12-10,Arequipa,Arequipa,Yanahuara,040127,-16.415915272640294,-71.50743178521763,3053.47,45,Profesor de universidades y de la enseñanza superior,10/12/1979,50.120.15.255,4437-XXXX-XXXX-7091,PE83507603738028985470
Vicenta,Vicenta Ariza Ribas,Ariza,Ariza Ribas,16645000,20166450009,KZ739467,(08) 956236,+51976802096,vicenta.ariza@desarrollo.com,Cañada de Constanza Perera 89,No Binario,Mestiza,Católica,LGBTQ+,True,Postgrado,1981-12-11,Piura,Piura,Castilla,200103,-5.15762824514561,-80.57263649901066,5163.64,43,Gerente de comercios al por mayor y al por menor,11/12/1981,172.125.38.17,4677-XXXX-XXXX-2123,PE13469758096702702669
Flavio,Flavio Borrell Pla,Borrell,Borrell Pla,99094237,20990942373,ZN192358,(08) 994319,+51999403075,flavio.borrell@suministros.es,Via Pastora Ferreras 761 Piso 4 ,Masculino,Caucásica,N/A,LGBTQ+,True,Primaria,1977-04-24,Cusco,Cusco,San Sebastián,080132,-13.502097613424894,-71.9847110475833,8311.76,48,Profesional de partería,24/04/1977,89.190.99.90,4827-XXXX-XXXX-1168,PE93839004777016440830
Flora,Flora Avilés Benavente,Avilés,Avilés Benavente,69308421,10693084217,TZ979184,(05) 106921,+51937435089,flora.avilés@industrias.com,C. de Damián Moliner 54,Femenino,Andina,Agnóstica,N/A,True,Secundaria,1971-12-02,Piura,Piura,Castilla,200103,-5.1691102896419485,-80.6495015427106,6116.81,53,Operador de telar y otras máquinas tejedoras,02/12/1971,49.102.62.40,4139-XXXX-XXXX-5033,PE32357950125771578675
Ruperto,Ruperto Jerez Otero,Jerez,Jerez Otero,83982650,20839826501,PH634915,(01) 612023,+51968841460,ruperto.jerez@familia.org,Urbanización Inmaculada Jimenez 160 Puerta 6 ,Femenino,Caucásica,Agnóstica,LGBTQ+,False,Postgrado,1983-08-26,Lima,Lima,Miraflores,150122,-12.126864060613,-77.03199507586316,6465.62,42,Médico especialista,26/08/1983,14.175.0.225,4777-XXXX-XXXX-7862,PE09206987753030156295
Aureliano,Aureliano Martin Gimeno,Martin,Martin Gimeno,81526503,20815265033,AQ803792,(06) 714809,+51931350196,aureliano.martin@industrias.com,Calle de Ciro Alcántara 93 Piso 6 ,Masculino,Mestiza,Otras,LGBTQ+,False,Secundaria,2000-08-17,Piura,Piura,Castilla,200103,-5.2315175565013545,-80.66289857136934,6442.11,25,Vendedor ambulantes (excluyendo de comida),17/08/2000,184.92.128.120,4206-XXXX-XXXX-9158,PE47348347912640573976
Jafet,Jafet Flor Mora,Flor,Flor Mora,22290681,20222906811,PG326524,(03) 891916,+51976607372,jafet.flor@suministros.com,Ronda Maxi Berenguer 26,No Binario,Andina,N/A,Heterosexual,True,Primaria,2003-06-02,Junín,Huancayo,El Tambo,120101,-12.062196307408232,-75.21660091128606,3366.21,22,Acarreador de agua,02/06/2003,67.194.134.106,4992-XXXX-XXXX-0836,PE93167281712553955916
Seve,Seve Araujo Garay,Araujo,Araujo Garay,21272932,10212729324,FF144215,(01) 965144,+51906321573,seve.araujo@farmaceutica.com,Camino de Plinio Vélez 5 Piso 5 ,Masculino,Andina,N/A,LGBTQ+,True,Postgrado,1990-10-28,Piura,Piura,Castilla,200103,-5.159086773057038,-80.6116165790876,1666.0,34,Pintor y empapelador,28/10/1990,155.76.157.94,4633-XXXX-XXXX-3783,PE65117219326701899518
Josep,Josep Arrieta Almagro,Arrieta,Arrieta Almagro,54888984,10548889840,MR814896,(00) 020389,+51965152297,josep.arrieta@emelina.org,Cuesta de Macarena Martinez 223,No Binario,Mestiza,Agnóstica,LGBTQ+,True,Primaria,1970-03-07,Lima,Lima,Miraflores,150122,-12.063152704385615,-77.01692804114808,2328.81,55,Profesional de medicina,07/03/1970,154.221.107.190,4330-XXXX-XXXX-8157,PE60335425358013874740
Ligia,Ligia Crespo Folch,Crespo,Crespo Folch,30047700,10300477002,RR250514,(02) 541150,+51963496731,ligia.crespo@ibanez.es,Paseo Sebastian Almagro 94,No Binario,Afroperuana,Católica,Heterosexual,True,Técnico,1973-05-29,Arequipa,Arequipa,Yanahuara,040127,-16.43461157717392,-71.57585898062595,2212.14,52,Técnico agropecuario,29/05/1973,119.197.93.210,4711-XXXX-XXXX-4217,PE27176141243284343092
Yaiza,Yaiza Reyes Yuste,Reyes,Reyes Yuste,65124149,20651241497,TL052435,(06) 303531,+51981009963,yaiza.reyes@hnos.com,Acceso de Paulina Pastor 39 Piso 0 ,No Binario,Mestiza,N/A,LGBTQ+,False,Secundaria,2000-05-20,Piura,Piura,Castilla,200103,-5.164020548385679,-80.64955580786327,3717.6,25,Chef,20/05/2000,80.210.201.126,4224-XXXX-XXXX-6426,PE23427465164435434352
Alejandra,Alejandra Bayón Ramírez,Bayón,Bayón Ramírez,23633884,10236338846,AV300428,(09) 879353,+51937430160,alejandra.bayón@grupo.com,Camino Natanael Hernandez 1 Piso 7 ,No Binario,Afroperuana,N/A,LGBTQ+,True,Universitario,2002-10-20,Lima,Lima,Miraflores,150122,-12.0626582659888,-76.99402716677046,6316.87,22,Zoólogo,20/10/2002,136.59.254.167,4835-XXXX-XXXX-4546,PE14895110454258733454
